,TITLE,LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,AMENITIES,CITY,LA_N,RA_N,BY_N,PRICE_N
1415,"House in Sale at Taukhel, Godawari ","Taukhel, Lalitpur",Rs. 3 Cr ,4.2 aana,8 Feet,North,2.5,4.0,3.0,2075 B.S,"['Bathroom', 'Drainage', 'Drinking Water', 'Marbel', 'Parking']", Lalitpur,4.2,8,2075,30000000.0
1416,Fully furnished house for rent at Chhauni,"Chhauni, Kathmandu",Rs. 2.6 Cr ,3.2 aana,13 Feet,East,2.5,5.0,3.0,2058 B.S,"['Marbel', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']", Kathmandu,3.2,13,2058,26000000.0
1417,House on sale in land price at Mandikhatar,"Mandikhatar, Kathmandu",Rs. 1.85 Cr,2.7 aana,13 Feet,South,2.5,6.0,5.0,2068 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']", Kathmandu,2.7,13,2068,18500000.0
1419,"Bungalow For Sale At Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 4.5 Cr ,4.3 aana,13 Feet,South,2.5,5.0,4.0,2079 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Internet', 'Modular Kitchen']", Kathmandu,4.3,13,2079,45000000.0
1420,"Semi Bungalow House On Sale At Hattigaunda, Budhanilkatha","Hattigaunda, Kathmandu",Rs. 4.5 Cr ,5.0 aana,13 Feet,North,3.0,6.0,4.0,2072 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Water Purifier', 'Parking', 'Modular Kitchen', 'Drainage', 'Bathroom']", Kathmandu,5.0,13,2072,45000000.0
1421,"House for sale at Nakkhu, Bhaisepati","Nakkhu, Lalitpur",Rs. 3.95 Cr ,5.0 aana,13 Feet,East,2.5,4.0,4.0,2072 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Water Purifier', 'Garden', 'Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Modular Kitchen']", Lalitpur,5.0,13,2072,39500000.0
1422,"House On Sale In Shanta Colony, Hepali Height","Hepali Height, Kathmandu",Rs. 4.5 Cr ,4.2 aana,20 Feet,South-West,3.0,3.0,3.0,2075 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Fridge', 'Sofa', 'MiCrowave', 'Dining Room', 'Power Backup', 'CC Camera', 'Water Purifier', 'Washing Machine']", Kathmandu,4.2,20,2075,45000000.0
1423,Residential house on sale at Bhadrabas,"Bhadrabas, Kathmandu",Rs. 1.25 Cr ,3 aana,20 Feet,West,1.0,2.0,1.0,2058 B.S,"['Drainage', 'Bathroom', 'Parking', 'Drinking Water', 'Earthquake Resistant']", Kathmandu,3,20,2058,12500000.0
1424,Bungalow For Sale At Dhapasi Tokha,"Dhapasi, Kathmandu",Rs. 4.1 Cr ,4.0 aana,20 Feet,South-East,3.0,5.0,4.0,2068 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Modular Kitchen']", Kathmandu,4.0,20,2068,41000000.0
1425,"House On Sale At Manjushree marga, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.8 Cr ,3.3 aana,13 Feet,East,3.0,4.0,4.0,2070 B.S,"['Parquet', 'Earthquake Resistant', 'Marbel', 'Drainage', 'Modular Kitchen', 'Drinking Water', 'Bathroom']", Lalitpur,3.3,13,2070,38000000.0
1426,Semi Bungalow House On Sale At Dhapasi,"Dhapasi, Kathmandu",Rs. 3.75 Cr ,4.0 aana,13 Feet,East,3.0,6.0,4.0,2058 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Drainage', 'Drinking Water', 'Modular Kitchen', 'Bathroom']", Kathmandu,4.0,13,2058,37500000.0
1427,"Bungalow On Sale At Hattigaunda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 6.5 Cr ,6.2 aana,14 Feet,East,2.5,6.0,7.0,2075 B.S,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Garden', 'Modular Kitchen', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Internet']", Kathmandu,6.2,14,2075,65000000.0
1428,"Beautiful bungalow for sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 9 Cr ,8.0 aana,20 Feet,South,2.0,4.0,5.0,2070 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,8.0,20,2070,90000000.0
1429,Colony House for sale at Balkhu,"Balkhu, Lalitpur",Rs. 2.49 Cr ,2.3 aana,20 Feet,North,2.5,3.0,3.0,2070 B.S,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water']", Lalitpur,2.3,20,2070,24900000.000000004
1430,"Beautiful house for sale in Bhaisepati Colony, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.5 Cr ,5.0 aana,16 Feet,South,2.0,4.0,4.0,2076 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,5.0,16,2076,45000000.0
1431,"Residential house for sale in Changunarayan, Bhaktapur","Bhaktapur, Bhaktapur",Rs. 1.4 Cr ,3.2 aana,12-16 Feet,West,2.0,3.0,2.0,2072 B.S,"['Drinking Water', 'Drainage', 'Bathroom', 'Parking']", Bhaktapur,3.2,12-16,2072,14000000.0
1432,"Semi furnished residential house on rent at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 1.2 Lac/m,4.2 aana,20 Feet,East,2.5,3.0,4.0,2072 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Sofa', 'Gym', 'Fridge', 'CC Camera', 'Power Backup', 'Dining Room', 'MiCrowave', 'AirCon']", Kathmandu,4.2,20,2072,1.2
1433,"Residential House on sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 5.95 Cr ,6.0 aana,13 Feet,South,3.0,5.0,5.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Sofa', 'Fridge', 'MiCrowave', 'Dining Room', 'Power Backup', 'CC Camera', 'Water Purifier', 'Washing Machine']", Kathmandu,6.0,13,2076,59500000.0
1434,House for sale at Jarankhu,"Jarankhu, Kathmandu",Rs. 3.5 Cr ,4.0 aana,13 Feet,North,3.5,8.0,4.0,2073 B.S,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']", Kathmandu,4.0,13,2073,35000000.0
1435,"House for sale at Kapan, Paiyutar","Paiyuntar, Kathmandu",Rs. 3 Cr ,4.3 aana,12 Feet,West,2.5,5.0,4.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Bathroom', 'Drinking Water']", Kathmandu,4.3,12,2076,30000000.0
1436,"Residential house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 5 Cr ,5.1 aana,15 Feet,East,2.5,4.0,5.0,2072 B.S,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,5.1,15,2072,50000000.0
1437,"Under construction house on sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 4.5 Cr ,5.2 aana,13 Feet,South-West,2.5,5.0,4.0,2072 B.S,"['Parquet', 'Marbel', 'Earthquake Resistant', 'Power Backup', 'Water Purifier', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']", Kathmandu,5.2,13,2072,45000000.0
1438,Booking open for ultra modern gated colony at Hattiban,"Hattiban, Lalitpur",Rs. 4.65 Cr ,4.2 aana,20 Feet,South-West,2.5,4.0,4.0,2072 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']", Lalitpur,4.2,20,2072,46500000.0
1439,Residential Bungalow on rent at Baluwatar,"Baluwatar, Kathmandu",Rs. 1.5 Lac/m,8.0 aana,12-18 Feet,South,2.0,3.0,4.0,2075 B.S,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']", Kathmandu,8.0,12-18,2075,1.5
1440,"Beautiful house on sale at Kalimati, Kathmandu","Kalimati, Kathmandu",Rs. 8.2 Cr ,10.0 aana,20-26 Feet,South,2.5,6.0,4.0,2068 B.S,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Garden']", Kathmandu,10.0,20-26,2068,82000000.0
1442,"Newly built house on sale near Karuna Hospital, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 2.98 Cr ,4.1 aana,13 Feet,South,2.5,5.0,4.0,2076 B.S,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,4.1,13,2076,29800000.0
1443,House for sale at Birtamode,"Birtamode, Jhapa",Rs. 1.5 Cr ,0.11 kattha,14 Feet,East,2.5,4.0,4.0,2076 B.S,"['Parking', 'Bathroom', 'Drinking Water', 'Marbel', 'Drainage']", Jhapa,0.11,14,2076,15000000.0
1444,Beautiful house for rent in Chandol,"Chandol, Kathmandu",Rs. 2 Lac/m,16.0 aana,16 Feet,South,2.5,4.0,4.0,2076 B.S,"['Marbel', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']", Kathmandu,16.0,16,2076,2.0
1446,Beautiful house for rent at Lazimpat,"Lazimpat, Kathmandu",Rs. 2.75 Lac/m,20.0 aana,12-18 Feet,West,2.5,11.0,4.0,2075 B.S,"['Marbel', 'Parquet', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']", Kathmandu,20.0,12-18,2075,2.75
1448,"Beautiful house on rent near Rehdon College, Samakhusi","Samakhusi, Kathmandu",Rs. 1.5 Lac/m,7.0 aana,20 Feet,South,2.0,6.0,3.0,2075 B.S,"['Parking', 'Drainage', 'Bathroom', 'Garden', 'Drinking Water', 'Marbel']", Kathmandu,7.0,20,2075,1.5
1449,"Attractive house on rent in Hattiban, Lalitpur","Hattiban, Lalitpur","Rs. 85,000 /m",4.2 aana,16 Feet,North-West,2.5,4.0,4.0,2070 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Dining Room', 'CC Camera', 'Bed Room', 'Garden', 'Swimming Pool', 'Playground', 'Parking', 'Modular Kitchen']", Lalitpur,4.2,16,2070,85000.0
1450,Flat system residential house on sale at Thulobharyang,"Thulobharyang, Kathmandu",Rs. 2.9 Cr ,4.0 aana,10-14 Feet,North,2.5,6.0,3.0,2070 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,4.0,10-14,2070,29000000.0
1451,"Beautiful house for sale in Bansbari, Kathmandu","Bansbari, Kathmandu",Rs. 9.6 Cr ,16.0 aana,15 Feet,South-East,2.5,7.0,6.0,2076 B.S,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Garden']", Kathmandu,16.0,15,2076,96000000.0
1452,"Semi bungalow house for sale at Dhapasi Height, Kathmandu","Dhapasi, Kathmandu",Rs. 2.3 Cr ,4.0 aana,13 Feet,North-East,2.5,4.0,3.0,2072 B.S,"['Drinking Water', 'Drainage', 'Parking']", Kathmandu,4.0,13,2072,23000000.0
1453,Residential house for sale at Bhadrabas,"Bhadrabas, Kathmandu",Rs. 1.25 Cr ,4.0 aana,20 Feet,North,1.0,2.0,2.0,2072 B.S,"['Drainage', 'Bathroom', 'Parking', 'Earthquake Resistant', 'Drinking Water']", Kathmandu,4.0,20,2072,12500000.0
1454,"Residential house for sale at Bagdol, Lalitpur","Bagdol, Lalitpur",Rs. 5.5 Cr ,6.0 aana,16 Feet,East,3.5,7.0,4.0,2076 B.S,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Marbel']", Lalitpur,6.0,16,2076,55000000.0
1455,Beautiful Bungalow for sale at Dhapasi Height,"Dhapasi, Kathmandu",Rs. 12.5 Cr ,3.0 aana,18 Feet,South-East,2.0,5.0,5.0,2073 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Marbel', 'Parquet']", Kathmandu,3.0,18,2073,125000000.0
1456,"Bungalow house for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 6.75 Cr ,6.1 aana,12 Feet,North-East,2.5,6.0,5.0,2076 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Modular Kitchen']", Kathmandu,6.1,12,2076,67500000.0
1458,"Fully furnished bungalow for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 15 Cr ,8.0 aana,12-15 Feet,South,2.0,5.0,6.0,2072 B.S,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']", Lalitpur,8.0,12-15,2072,150000000.0
1459,"Beautiful house for sale at Kapan, Kathmandu ","Kapan, Kathmandu",Rs. 3.6 Cr ,5.0 aana,13 Feet,North,3.5,6.0,5.0,2072 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Kathmandu,5.0,13,2072,36000000.0
1461,"Under construction house for sale in Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",Rs. 3.5 Cr ,3.0 aana,20 Feet,East,2.5,6.0,6.0,2072 B.S,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']", Kathmandu,3.0,20,2072,35000000.0
1462,"Semi furnished house on sale at Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",Rs. 4.25 Cr ,3.3 aana,16 Feet,South,2.5,5.0,5.0,2063 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Water Purifier', 'Parking', 'Modular Kitchen', 'Bathroom', 'Drinking Water', 'Drainage']", Kathmandu,3.3,16,2063,42500000.0
1463,"House on sale at Nakkhu, Bhaisepati","Nakkhu, Lalitpur",Rs. 5.3 Cr ,5.2 aana,13 Feet,South-West,2.5,4.0,4.0,2070 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Garden', 'Bed Room', 'Water Purifier', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Internet']", Lalitpur,5.2,13,2070,53000000.0
1465,"House for sale in Mangal Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4 Cr ,5.0 aana,20 Feet,West,2.5,5.0,4.0,2075 B.S,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parquet', 'Parking']", Lalitpur,5.0,20,2075,40000000.0
1466,Luxurious Bungalow for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 15 Cr ,8.2 aana,13 Feet,South,2.5,6.0,7.0,2073 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Garden', 'Bathroom', 'Parking', 'Washing Machine', 'AirCon', 'Internet', 'Fridge']", Lalitpur,8.2,13,2073,150000000.0
1467,"Residential house for sale in Hattigauda Chowk, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.65 Cr ,6.2 aana,15 Feet,East,2.5,5.0,5.0,2063 B.S,"['Drinking Water', 'Power Backup', 'Bathroom', 'Parking']", Kathmandu,6.2,15,2063,36500000.0
1468,"Residential house on sale Near Medicity, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.99 Cr ,5.0 aana,15 Feet,East,2.5,4.0,4.0,2065 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,5.0,15,2065,39900000.0
1469,"Beautiful house on rent in Ranibari, Lazimpat","Ranibari, Kathmandu",Rs. 2.5 Lac/m,15.0 aana,30 Feet,North,2.5,4.0,3.0,2075 B.S,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']", Kathmandu,15.0,30,2075,2.5
1470,Newly built residential house for sale in Budhanilkantha,"Sundarbasti, Kathmandu",Rs. 3.85 Cr ,4.2 aana,20 Feet,South-East,2.5,6.0,5.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Parking']", Kathmandu,4.2,20,2075,38500000.0
1471,"Brand new semi bungalow house for sale in Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",Rs. 3.85 Cr ,5.0 aana,13 Feet,North-East,2.5,6.0,5.0,2074 B.S,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,5.0,13,2074,38500000.0
1472,"Premium Residential house for sale in Ramkot, Sitapaila","Sitapaila, Kathmandu",Rs. 6.74 Cr ,10.2 aana,20 Feet,North-West,2.0,4.0,3.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Swimming Pool', 'Power Backup']", Kathmandu,10.2,20,2075,67400000.0
1473,"Beautiful house for sale in Kathmandu, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 11 Cr ,15.0 aana,15 Feet,North-East,2.5,5.0,6.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']", Kathmandu,15.0,15,2075,110000000.0
1475,"House for sale in Gothatar, Kathmandu","Gothatar, Kathmandu",Rs. 1.4 Cr ,3.2 aana,20 Feet,East,1.0,2.0,1.0,2072 B.S,"['Drainage', 'Bathroom', 'Drinking Water']", Kathmandu,3.2,20,2072,14000000.0
1476,"Residential house for sale in Ganeshthan, Gongabhu","Gongabu, Kathmandu",Rs. 3.15 Cr ,4.0 aana,13 Feet,South,2.5,11.0,5.0,2073 B.S,"['Drinking Water', 'Parking', 'Drainage']", Kathmandu,4.0,13,2073,31500000.0
1477,"Bungalow for sale near Wai Wai Factory, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4.75 Cr ,4.2 aana,13 Feet,South-East,2.5,5.0,4.0,2073 B.S,"['Marbel', 'Parquet', 'Drinking Water', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']", Lalitpur,4.2,13,2073,47500000.0
1478,Bungalow for sale in land price at Thaiba,"Thaiba, Lalitpur",Rs. 3.7 Cr,4.5 aana,22 Feet,North,2.5,6.0,4.0,2071 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']", Lalitpur,4.5,22,2071,37000000.0
1479,"House on sale in Jarankhu, Tarkeshwor","Jarankhu, Kathmandu",Rs. 2.5 Cr ,4.0 aana,12 Feet,South-East,2.5,5.0,3.0,2073 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']", Kathmandu,4.0,12,2073,25000000.0
1480,Residential Bungalow for sale at Dhapakhel,"Dhapakhel, Lalitpur",Rs. 1.85 Cr ,4.2 aana,26 Feet,West,2.5,4.0,3.0,2070 B.S,"['Bathroom', 'Drainage', 'Marbel', 'Drinking Water', 'Parking']", Lalitpur,4.2,26,2070,18500000.0
1481,"House for sale at Sudal, Changunarayan","Sudal, Bhaktapur",Rs. 2.1 Cr ,3.3 aana,10 Feet,East,3.5,10.0,3.0,2074 B.S,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Marbel']", Bhaktapur,3.3,10,2074,21000000.0
1482,"Residential house for sale in Khumaltar, Lalitpur","Khumaltar, Lalitpur",Rs. 3.5 Cr ,6.0 aana,22 Feet,North-East,2.5,6.0,4.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,6.0,22,2075,35000000.0
1483,"Three houses for sale at Kantipur Colony, Nakhipot","Nakhipot, Lalitpur",Rs. 2.75 Cr ,4.0 aana,14-20 Feet,West,2.5,4.0,4.0,2073 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Modular Kitchen']", Lalitpur,4.0,14-20,2073,27500000.0
1484,"House for sale in Aarubari, Gokarneshwor","Aarubari, Kathmandu",Rs. 1.9 Cr ,3 aana,12-26 Feet,North-West,3.5,10.0,3.0,2060 B.S,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']", Kathmandu,3,12-26,2060,19000000.0
1485,"House for sale in Baluwa, Gokarneshwar","Baluwa, Kathmandu",Rs. 1.9 Cr ,3.2 aana,13 Feet,North,2.5,5.0,4.0,2065 B.S,"['Earthquake Resistant', 'Marbel', 'Parking', 'Internet', 'Drinking Water']", Kathmandu,3.2,13,2065,19000000.0
1486,"Brand new house on sale in Deuwa Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 5.25 Cr ,8.0 aana,12 Feet,East,3.0,8.0,4.0,2075 B.S,"['Marbel', 'Garden', 'Parking', 'Playground', 'Bathroom', 'Drainage', 'Drinking Water']", Kathmandu,8.0,12,2075,52500000.0
1489,"Brand new bungalow for sale in Machhegaun, Kritipur","Machhegaun , Kathmandu",Rs. 4.5 Cr ,8.0 aana,13 Feet,North-East,2.5,5.0,4.0,2075 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Iron', 'Modular Kitchen', 'Parking', 'Bathroom', 'Drainage', 'Drinking Water', 'Internet']", Kathmandu,8.0,13,2075,45000000.0
1490,"House for sale at Imadol, Kamalpokhari","Imadol, Lalitpur",Rs. 2.65 Cr ,3.2 aana,11 Feet,North-West,2.5,4.0,4.0,2076 B.S,"['Drainage', 'Bathroom', 'Earthquake Resistant', 'Marbel', 'Parking']", Lalitpur,3.2,11,2076,26500000.0
1491,House for sale behind Satdobato Swimming Pool,"Satdobato, Lalitpur",Rs. 4.5 Cr ,6.1 aana,12 Feet,West,2.5,6.0,3.0,2076 B.S,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']", Lalitpur,6.1,12,2076,45000000.0
1492,"Non furnished house for sale in Dhungedhara, Swoyambhu","Swoyambhu, Kathmandu",Rs. 11 Cr ,9.0 aana,18 Feet,North,2.5,11.0,9.0,2056 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Kathmandu,9.0,18,2056,110000000.0
1494,"Under construction house for sale in Imadol, Lalitpur ","Imadol, Lalitpur",Rs. 2.75 Cr ,3.2 aana,20 Feet,South-West,2.5,6.0,1.0,2073 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,3.2,20,2073,27500000.0
1496,Semi furnished house for sale at Sinamangal,"Sinamangal, Kathmandu",Rs. 4.5 Cr ,5.2 aana,13 Feet,West,2.5,5.0,5.0,2074 B.S,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']", Kathmandu,5.2,13,2074,45000000.0
1497,"Furnished Bungalow for rent at CG Hills, Hattigauda","Hattigaunda, Kathmandu",Rs. 1.3 Lac/m,5.0 aana,14-20 Feet,West,2.5,4.0,4.0,2075 B.S,"['Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Power Backup', 'Gym', 'Fridge', 'Swimming Pool', 'Garden']", Kathmandu,5.0,14-20,2075,1.3
1498,Furnished Bungalow for rent in Chundevi,"Chundevi, Kathmandu",Rs. 1.5 Lac/m,4.0 aana,12-18 Feet,East,2.5,4.0,5.0,2073 B.S,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet', 'Fridge', 'AirCon', 'Power Backup', 'Internet']", Kathmandu,4.0,12-18,2073,1.5
1499,Semi furnished house for sale in Khumaltar,"Khumaltar, Lalitpur",Rs. 4.25 Cr ,5.2 aana,18 Feet,West,2.5,7.0,4.0,2060 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,5.2,18,2060,42500000.0
1500,"House for sale near Bhatbhateni, Radhe Radhe, Bhaktapur","Radhe Radhe, Bhaktapur",Rs. 6.25 Cr ,8.0 aana,16 Feet,South-East,2.5,6.0,3.0,2065 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']", Bhaktapur,8.0,16,2065,62500000.0
1501,"Attractive house for sale in Dhapakhel, Height","Dhapakhel, Lalitpur",Rs. 4.2 Cr ,8.2 aana,13 Feet,North-East,2.0,4.0,3.0,2075 B.S,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water']", Lalitpur,8.2,13,2075,42000000.0
1504,"Beautiful house for sale in Surya Darshan Height, Tokha ","SuryadaRs.han Height, Kathmandu",Rs. 3.25 Cr ,3.3 aana,16 Feet,West,3.5,5.0,3.0,2056 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Kathmandu,3.3,16,2056,32500000.0
1506,"Beautiful house for sale in Khumaltar, Dhapakhel","Dhapakhel, Lalitpur",Rs. 2.9 Cr ,3.0 aana,26 Feet,South-East,2.5,3.0,3.0,2073 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']", Lalitpur,3.0,26,2073,29000000.0
1507,Under construction house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.2 Cr ,4.0 aana,20 Feet,South,2.5,4.0,4.0,2070 B.S,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking']", Kathmandu,4.0,20,2070,32000000.0
1510,Furnished House on sale at a gated colony of Bhaisepati,"Bhaisepati, Lalitpur",Rs. 5.5 Cr ,5.0 aana,18 Feet,East,2.5,3.0,3.0,2060 B.S,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']", Lalitpur,5.0,18,2060,55000000.0
1512,Residential bungalow for sale at Sanepa,"Sanepa, Lalitpur",Rs. 7.75 Cr ,9.2 aana,16 Feet,East,2.5,4.0,4.0,2075 B.S,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']", Lalitpur,9.2,16,2075,77500000.0
1513,Residential house for sale in Boharatar,"Boharatar, Kathmandu",Rs. 2 Cr ,3.0 aana,13 Feet,East,2.0,5.0,2.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Kathmandu,3.0,13,2075,20000000.0
1514,"Semi furnished house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.8 Cr ,4.0 aana,25 Feet,North-East,2.5,6.0,5.0,2074 B.S,"['Drinking Water', 'Drainage', 'Parking']", Kathmandu,4.0,25,2074,48000000.0
1515,"Beautiful house for rent in Bansbari, Kathmandu","Bansbari, Kathmandu","Rs. 80,000 /m",9.0 aana,13 Feet,South,2.0,3.0,3.0,2075 B.S,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Garden']", Kathmandu,9.0,13,2075,80000.0
1516,"Semi furnished house for rent in Gwarko, Lalitpur","Gwarko, Lalitpur",Rs. 1.5 Lac/m,4.2 aana,16 Feet,West,2.5,8.0,5.0,2076 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']", Lalitpur,4.2,16,2076,1.5
1518,"Beautiful house for rent in Sunakothi, Lalitpur","Sunakothi, Lalitpur",Rs. 1 Lac/m,2.2 aana,20 Feet,North,2.5,4.0,3.0,2056 B.S,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Garden', 'Swimming Pool']", Lalitpur,2.2,20,2056,1.0
1520,Residential house for rent in Budhanilkantha,"Budhanilkantha, Kathmandu","Rs. 55,000 /m",3.2 aana,13 Feet,South-East,2.5,5.0,2.0,2073 B.S,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']", Kathmandu,3.2,13,2073,55000.0
1521,"Beautiful house for rent in Golfutar, Budhanilkantha","Golfutar, Kathmandu",Rs. 2 Lac/m,32.0 aana,13 Feet,West,2.5,5.0,3.0,2070 B.S,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']", Kathmandu,32.0,13,2070,2.0
